CustomerID,Recency,Frequency,Monetary,Recency_log,Frequency_log,Monetary_log,Cluster,R_score,F_score,M_score,RFM_Score
12363.0,110.00000000000004,2.0,71.09566900064135,4.700480365792417,0.6931471805599453,4.264026420757526,2,2,2,2,222
12364.0,7.999999999999998,4.0,216.12856681187142,2.0794415416798357,1.3862943611198906,5.3758734473345795,0,5,4,4,544
12365.0,291.0000000000001,1.0,57.98622694525605,5.673323267171493,0.0,4.060205515885692,2,1,1,2,112
12367.0,4.0,1.0,27.23148712676709,1.3862943611198906,0.0,3.3043739187370798,1,5,1,1,511
12370.0,51.0,4.0,455.24117477801343,3.9318256327243257,1.3862943611198906,6.12082733297888,1,3,4,5,345
12371.0,59.999999999999986,1.0,194.07057323282348,4.0943445622221,0.0,5.2682218724622265,1,3,1,4,314
12372.0,72.0,3.0000000000000004,150.24437154420394,4.276666119016055,1.0986122886681098,5.012263112109351,1,3,3,4,334
12373.0,310.99999999999994,1.0,41.37670682831481,5.739792912179234,0.0,3.722718085494452,2,1,1,2,112
12374.0,24.999999999999996,1.0,93.8426659975355,3.2188758248682006,0.0,4.541619613975076,1,4,1,3,413
12375.0,11.000000000000002,2.0,46.78906064408634,2.3978952727983707,0.6931471805599453,3.8456494286792995,1,5,2,2,522
12377.0,315.0,2.0,218.63417754917083,5.752572638825633,0.6931471805599453,5.387399910955902,1,1,2,4,124
12378.0,129.99999999999997,1.0,630.3111132178313,4.867534450455582,0.0,6.446213527995917,1,2,1,5,215
12379.0,82.00000000000001,2.0,112.91224387808275,4.406719247264253,0.6931471805599453,4.726610914151306,1,2,2,3,223
12380.0,22.000000000000004,4.0,303.0453645829231,3.091042453358316,1.3862943611198906,5.71388251239819,1,4,4,5,445
12381.0,4.999999999999999,3.0000000000000004,236.82620766897654,1.6094379124341003,1.0986122886681098,5.467326571163677,0,5,3,4,534
12383.0,184.99999999999991,4.999999999999999,261.7825114976506,5.220355825078324,1.6094379124341003,5.567514050242415,1,1,4,4,144
12384.0,29.000000000000004,2.0,71.52558393190556,3.367295829986474,0.6931471805599453,4.270055202928092,1,4,2,2,422
12386.0,338.00000000000006,2.0,35.834379349779496,5.823045895483019,0.6931471805599453,3.5789077496301913,2,1,2,1,121
12388.0,15.999999999999998,6.0,321.1306949583164,2.772588722239781,1.791759469228055,5.7718481896700435,0,4,5,5,455
12390.0,79.99999999999997,1.0,86.9715619349581,4.382026634673881,0.0,4.465581190908705,2,2,1,3,213
12391.0,22.000000000000004,1.0,136.79951936869432,3.091042453358316,0.0,4.918516491795541,1,4,1,3,413
12393.0,72.0,4.0,199.96818202775657,4.276666119016055,1.3862943611198906,5.298158264030685,1,3,4,4,344
12394.0,63.99999999999998,2.0,81.03741242269358,4.1588830833596715,0.6931471805599453,4.394910929799541,1,3,2,3,323
12395.0,18.999999999999996,12.0,407.88383977309246,2.9444389791664403,2.4849066497880004,6.010982427429091,0,4,5,5,455
12397.0,36.0,2.0,351.87886043226644,3.58351893845611,0.6931471805599453,5.8632869698668575,1,3,2,5,325
12398.0,46.0,1.0,233.8645590320779,3.828641396489095,0.0,5.454742140228721,1,3,1,4,314
12399.0,119.00000000000003,4.0,158.81948451422917,4.77912349311153,1.3862943611198906,5.067768239738521,1,2,4,4,244
12401.0,302.9999999999999,1.0,11.4669776475035,5.713732805509369,0.0,2.439471395765308,2,1,1,1,111
12402.0,322.99999999999994,1.0,29.75016464422385,5.777652323222656,0.0,3.39283466623595,2,1,1,1,111
12403.0,49.99999999999999,1.0,16.833919548189293,3.912023005428146,0.0,2.823395871651749,2,3,1,1,311
12405.0,149.0,1.0,168.34650303281413,5.003946305945459,0.0,5.126024373385486,2,2,1,4,214
12406.0,22.000000000000004,2.0,348.08459937802786,3.091042453358316,0.6931471805599453,5.852445551891053,1,4,2,5,425
12407.0,49.99999999999999,4.999999999999999,210.17160267156697,3.912023005428146,1.6094379124341003,5.347924352606511,1,3,4,4,344
12408.0,33.0,4.999999999999999,308.9004579718805,3.4965075614664802,1.6094379124341003,5.733019082512885,1,4,4,5,445
12409.0,79.0,3.0000000000000004,483.6729121246267,4.3694478524670215,1.0986122886681098,6.181408876864536,1,2,3,5,235
12410.0,309.0000000000001,2.0,76.38317776747357,5.733341276897746,0.6931471805599453,4.335762485638302,2,1,2,3,123
12412.0,74.99999999999997,3.0000000000000004,166.27069369729602,4.31748811353631,1.0986122886681098,5.113617145156991,1,2,3,4,234
12413.0,66.99999999999997,3.0000000000000004,104.71623036606601,4.204692619390966,1.0986122886681098,4.65125412368545,1,3,3,3,333
12414.0,217.00000000000003,3.0000000000000004,48.64376787598352,5.37989735354046,1.0986122886681098,3.88452369921327,2,1,3,2,132
12415.0,24.000000000000004,19.999999999999996,3295.333609304015,3.1780538303479458,2.995732273553991,8.1002626889447,0,4,5,5,455
12417.0,3.0000000000000004,9.000000000000002,519.5579269967941,1.0986122886681098,2.1972245773362196,6.25297830961041,0,5,5,5,555
12418.0,113.00000000000003,1.0,96.38298256685025,4.727387818712341,0.0,4.568329656643833,2,2,1,3,213
12420.0,63.99999999999998,1.0,86.85058153518966,4.1588830833596715,0.0,4.464189188521803,2,3,1,3,313
12421.0,15.999999999999998,4.0,110.36897030271628,2.772588722239781,1.3862943611198906,4.703829028237932,1,4,4,3,443
12422.0,95.99999999999999,3.0000000000000004,110.0036289959912,4.564348191467836,1.0986122886681098,4.700513356120877,1,2,3,3,233
12423.0,1.0,7.999999999999998,306.5752985283495,0.0,2.0794415416798357,5.725463397400692,0,5,5,5,555
12424.0,163.0,2.0,109.34476475239833,5.093750200806762,0.6931471805599453,4.694505869912652,1,2,2,3,223
12425.0,78.0,1.0,107.4207087460738,4.356708826689592,0.0,4.676752982352343,2,2,1,3,213
12426.0,195.0,1.0,83.00184190825539,5.272999558563747,0.0,4.418862799216094,2,1,1,3,113
12427.0,22.000000000000004,3.0000000000000004,87.05973379706835,3.091042453358316,1.0986122886681098,4.46659447842442,1,4,3,3,433
12428.0,26.000000000000004,7.999999999999998,847.2500427592105,3.258096538021482,2.0794415416798357,6.7419958609553925,0,4,5,5,455
12429.0,9.000000000000002,4.0,313.9434930244394,2.1972245773362196,1.3862943611198906,5.749213011192882,0,5,4,5,545
12430.0,43.0,1.0,29.687527098543573,3.7612001156935624,0.0,3.39072699458749,2,3,1,1,311
12431.0,36.0,15.0,703.4258826807794,3.58351893845611,2.70805020110221,6.555962515895149,0,3,5,5,355
12432.0,43.0,4.0,359.4003494478322,3.7612001156935624,1.3862943611198906,5.884436946657924,1,3,4,5,345
12433.0,1.0,6.999999999999999,1353.8084971904511,0.0,1.9459101490553132,7.210677008602639,0,5,5,5,555
12434.0,85.00000000000001,2.0,136.9897920832456,4.442651256490317,0.6931471805599453,4.9199064127108185,1,2,2,3,223
12435.0,79.99999999999997,2.0,187.02204313360573,4.382026634673881,0.6931471805599453,5.231226487627371,1,2,2,4,224
12436.0,100.00000000000004,1.0,48.91984133785202,4.605170185988092,0.0,3.8901830675155114,2,2,1,2,212
12437.0,2.0,17.999999999999996,560.7262345412946,0.6931471805599453,2.8903717578961645,6.329232790944093,0,5,5,5,555
12438.0,13.999999999999996,2.0,292.69888081921385,2.6390573296152584,0.6931471805599453,5.67914437004589,1,5,2,4,524
12441.0,367.0000000000001,1.0,27.77472926341283,5.905361848054571,0.0,3.3241265879862993,2,1,1,1,111
12442.0,3.0000000000000004,1.0,27.987205395202654,1.0986122886681098,0.0,3.3317474555703255,1,5,1,1,511
12444.0,21.0,4.999999999999999,531.3697392008514,3.044522437723423,1.6094379124341003,6.2754580862786895,0,4,4,5,445
12445.0,22.000000000000004,1.0,9.780325073585232,3.091042453358316,0.0,2.2803727221022325,2,4,1,1,411
12446.0,57.999999999999986,1.0,163.4893713227188,4.060443010546419,0.0,5.096747981023752,1,3,1,4,314
12447.0,242.99999999999994,1.0,71.7092653052262,5.493061443340548,0.0,4.272619962481885,2,1,1,2,112
12448.0,43.99999999999999,1.0,57.301737321828845,3.784189633918261,0.0,4.048330943013744,2,3,1,2,312
12449.0,22.000000000000004,4.0,542.5050421136773,3.091042453358316,1.3862943611198906,6.2961973795901836,0,4,4,5,445
12450.0,156.0,2.0,24.615325656110993,5.049856007249537,0.6931471805599453,3.203369243108876,2,2,2,1,221
12451.0,11.000000000000002,4.999999999999999,1086.5920960641454,2.3978952727983707,1.6094379124341003,6.9908015600841065,0,5,4,5,545
12452.0,17.0,1.0,56.63634256616273,2.833213344056216,0.0,4.036650873962994,2,4,1,2,412
12453.0,133.99999999999997,1.0,121.24844994178929,4.897839799950911,0.0,4.797841745750634,2,2,1,3,213
12454.0,56.00000000000002,1.0,80.20699158194975,4.02535169073515,0.0,4.384610687905081,2,3,1,3,313
12455.0,72.99999999999999,4.999999999999999,264.36600206750535,4.290459441148391,1.6094379124341003,5.577334514488507,1,2,4,4,244
12456.0,43.99999999999999,3.0000000000000004,355.4721729274339,3.784189633918261,1.0986122886681098,5.873446970307382,1,3,3,5,335
12457.0,65.99999999999997,6.0,190.72796262166807,4.189654742026425,1.791759469228055,5.250848133328808,1,3,5,4,354
12458.0,71.0,2.0,108.01836766365047,4.2626798770413155,0.6931471805599453,4.68230128362352,1,3,2,3,323
12461.0,155.00000000000003,1.0,95.51497143979037,5.043425116919247,0.0,4.559283004202749,2,2,1,3,213
12462.0,18.999999999999996,2.0,167.40921777209493,2.9444389791664403,0.6931471805599453,5.1204412208888215,1,4,2,4,424
12463.0,53.00000000000001,4.0,214.66309308600893,3.970291913552122,1.3862943611198906,5.369069790182814,1,3,4,4,344
12464.0,10.000000000000002,7.999999999999998,78.9352501200073,2.302585092994046,2.0794415416798357,4.368627897661856,0,5,5,3,553
12465.0,17.0,2.0,122.86973530551131,2.833213344056216,0.6931471805599453,4.811124731612582,1,4,2,3,423
12468.0,188.0,2.0,102.43433479417547,5.236441962829949,0.6931471805599453,4.629221957129052,2,1,2,3,123
12471.0,2.0,27.0,1445.1305048804138,0.6931471805599453,3.295836866004329,7.275954911264531,0,5,5,5,555
12472.0,32.0,6.999999999999999,932.8975491205196,3.4657359027997265,1.9459101490553132,6.83829538680141,0,4,5,5,455
12473.0,54.00000000000001,3.0000000000000004,440.19972174983997,3.9889840465642745,1.0986122886681098,6.087228536992752,1,3,3,5,335
12474.0,17.0,17.999999999999996,1119.255082058101,2.833213344056216,2.8903717578961645,7.020418637703218,0,4,5,5,455
12475.0,54.00000000000001,1.0,101.44688675027157,3.9889840465642745,0.0,4.6195353782728255,2,3,1,3,313
12476.0,15.999999999999998,11.000000000000002,702.9368195151811,2.772588722239781,2.3978952727983707,6.555267015104992,0,4,5,5,455
12477.0,23.0,6.0,1041.4820703385394,3.1354942159291497,1.791759469228055,6.948400045323404,0,4,5,5,455
12478.0,4.0,1.0,95.74771033292883,1.3862943611198906,0.0,4.561716714802813,1,5,1,3,513
12479.0,11.000000000000002,1.0,82.58340523053198,2.3978952727983707,0.0,4.413808755143409,1,5,1,3,513
12480.0,27.999999999999996,4.0,427.0017888363547,3.332204510175204,1.3862943611198906,6.0567882025321556,1,4,4,5,445
12481.0,23.0,10.000000000000002,635.8540561658008,3.1354942159291497,2.302585092994046,6.454969065570103,0,4,5,5,455
12483.0,17.0,7.999999999999998,216.27204955303336,2.833213344056216,2.0794415416798357,5.376537103865111,0,4,5,4,454
12484.0,34.99999999999999,4.0,789.2372740907758,3.5553480614894135,1.3862943611198906,6.671067003254608,1,3,4,5,345
12488.0,10.000000000000002,3.0000000000000004,163.04984885089317,2.302585092994046,1.0986122886681098,5.094055975224124,1,5,3,4,534
12489.0,336.0,1.0,42.556709602738884,5.817111159963204,0.0,3.750837530078943,2,1,1,2,112
12490.0,4.999999999999999,10.000000000000002,691.1226996168496,1.6094379124341003,2.302585092994046,6.538317376190774,0,5,5,5,555
12491.0,38.99999999999999,1.0,69.98033193171327,3.6635616461296463,0.0,4.248214230165122,2,3,1,2,312
12492.0,62.99999999999999,2.0,45.39639096242453,4.143134726391533,0.6931471805599453,3.8154326076677454,2,3,2,2,322
12493.0,166.00000000000006,2.0,59.435076435604586,5.111987788356544,0.6931471805599453,4.084884564468685,2,2,2,2,222
12494.0,15.999999999999998,6.999999999999999,192.6611789570804,2.772588722239781,1.9459101490553132,5.260933096676894,0,4,5,4,454
12497.0,82.00000000000001,1.0,53.75382981994081,4.406719247264253,0.0,3.984414916933451,2,2,1,2,212
12498.0,21.0,3.0000000000000004,59.216927157214265,3.044522437723423,1.0986122886681098,4.08120743272898,1,4,3,2,432
12500.0,23.0,11.000000000000002,192.82749769303598,3.1354942159291497,2.3978952727983707,5.261795994895959,0,4,5,4,454
12501.0,336.99999999999994,1.0,389.62059543332805,5.820082930352362,0.0,5.965173433393069,2,1,1,5,115
12502.0,95.99999999999999,4.999999999999999,418.37088383363283,4.564348191467836,1.6094379124341003,6.036368321021504,1,2,4,5,245
12504.0,17.999999999999996,2.0,28.430977765570066,2.8903717578961645,0.6931471805599453,3.347479317107044,1,4,2,1,421
12506.0,232.99999999999991,1.0,30.44262562261374,5.4510384535657,0.0,3.415843784944301,2,1,1,1,111
12507.0,133.99999999999997,3.0000000000000004,70.67782618347532,4.897839799950911,1.0986122886681098,4.258131891226905,1,2,3,2,232
12508.0,26.000000000000004,2.0,117.73188664425247,3.258096538021482,0.6931471805599453,4.768409892140099,1,4,2,3,423
12509.0,284.00000000000006,1.0,18.15317012987153,5.648974238161206,0.0,2.8988452082619274,2,1,1,1,111
12510.0,142.99999999999994,2.0,94.44036505650138,4.962844630259907,0.6931471805599453,4.547968577695879,2,2,2,3,223
12512.0,65.99999999999997,2.0,47.0775003545294,4.189654742026425,0.6931471805599453,3.8517951874084204,2,3,2,2,322
12513.0,113.00000000000003,1.0,94.09109104002695,4.727387818712341,0.0,4.54426336665797,2,2,1,3,213
12514.0,267.00000000000006,1.0,149.59308524990783,5.58724865840025,0.0,5.007918842880601,2,1,1,4,114
12515.0,352.99999999999994,1.0,44.135683510101806,5.8664680569332965,0.0,3.7872686051564415,2,1,1,2,112
12516.0,78.0,2.0,88.24029739079569,4.356708826689592,0.6931471805599453,4.480063745188839,1,2,2,3,223
12517.0,27.999999999999996,4.0,563.8339708583575,3.332204510175204,1.3862943611198906,6.334759830249663,1,4,4,5,445
12518.0,1.0,4.999999999999999,323.727216266772,0.0,1.6094379124341003,5.77990123607178,0,5,4,5,545
12519.0,63.99999999999998,1.0,45.64823811318837,4.1588830833596715,0.0,3.820965010747155,2,3,1,2,312
12520.0,79.0,4.999999999999999,400.56327203966686,4.3694478524670215,1.6094379124341003,5.992871736651365,1,2,4,5,245
12521.0,142.99999999999994,1.0,99.49508445700306,4.962844630259907,0.0,4.600108240502026,2,2,1,3,213
12522.0,38.99999999999999,2.0,27.54178967375687,3.6635616461296463,0.6931471805599453,3.3157044757118683,2,3,2,1,321
12523.0,18.999999999999996,11.000000000000002,289.1363565110925,2.9444389791664403,2.3978952727983707,5.666898398677199,0,4,5,4,454
12524.0,9.000000000000002,7.999999999999998,416.83507006007096,2.1972245773362196,2.0794415416798357,6.032690628118464,0,5,5,5,555
12526.0,1.0,3.0000000000000004,194.80178426843713,0.0,1.0986122886681098,5.271982550655384,0,5,3,4,534
12527.0,82.00000000000001,3.0000000000000004,48.03861605997657,4.406719247264253,1.0986122886681098,3.8720051887197315,1,2,3,2,232
12528.0,9.000000000000002,6.0,250.91342120256698,2.1972245773362196,1.791759469228055,5.525107944179928,0,5,5,4,554
12530.0,59.999999999999986,4.0,189.76119859825178,4.0943445622221,1.3862943611198906,5.245766432179862,1,3,4,4,344
12531.0,15.0,1.0,32.33874934560666,2.70805020110221,0.0,3.476266181342014,2,4,1,1,411
12532.0,30.000000000000004,1.0,45.19249699718021,3.4011973816621555,0.0,3.810931077421779,2,4,1,2,412
12534.0,130.99999999999994,1.0,171.48665632691367,4.875197323201151,0.0,5.144505457905003,2,2,1,4,214
12535.0,92.00000000000001,2.0,102.8982661204513,4.5217885770490405,0.6931471805599453,4.633740792556652,1,2,2,3,223
12536.0,59.000000000000014,1.0,722.323446498046,4.07753744390572,0.0,6.58247302541608,1,3,1,5,315
12538.0,29.000000000000004,1.0,59.62960304644641,3.367295829986474,0.0,4.088152146169144,2,4,1,2,412
12539.0,22.000000000000004,4.0,802.627800728609,3.091042453358316,1.3862943611198906,6.687891095569092,0,4,4,5,445
12540.0,19.999999999999996,17.0,1402.971751989919,2.995732273553991,2.833213344056216,7.246347945894009,0,4,5,5,455
12541.0,30.000000000000004,3.0000000000000004,137.71369054396214,3.4011973816621555,1.0986122886681098,4.925176823769685,1,4,3,3,433
12544.0,36.0,1.0,51.969645580433635,3.58351893845611,0.0,3.950659809301765,2,3,1,2,312
12545.0,74.99999999999997,2.0,137.48844500429786,4.31748811353631,0.6931471805599453,4.923539877242996,1,2,2,3,223
12546.0,46.99999999999999,2.0,184.63970958815216,3.8501476017100584,0.6931471805599453,5.218406410464036,1,3,2,4,324
12547.0,198.0,2.0,19.511304295646575,5.288267030694535,0.6931471805599453,2.970994005073292,2,1,2,1,121
12548.0,166.00000000000006,1.0,11.5096407160846,5.111987788356544,0.0,2.4431850073104178,2,2,1,1,211
12550.0,79.0,1.0,149.10923087646677,4.3694478524670215,0.0,5.004679130494595,2,2,1,4,214
12551.0,358.0,1.0,28.634595248913893,5.8805329864007,0.0,3.3546156109079237,2,1,1,1,111
12552.0,40.0,1.0,53.77056366998836,3.6888794541139363,0.0,3.9847261737495003,2,3,1,2,312
12553.0,7.999999999999998,10.000000000000002,521.4634023153164,2.0794415416798357,2.302585092994046,6.256639094251153,0,5,5,5,555
12556.0,49.99999999999999,2.0,194.1664164737419,3.912023005428146,0.6931471805599453,5.268715608223664,1,3,2,4,324
12557.0,15.999999999999998,4.999999999999999,173.19382422839138,2.772588722239781,1.6094379124341003,5.154411338612656,1,4,4,4,444
12558.0,7.999999999999998,1.0,31.640583557262108,2.0794415416798357,0.0,3.454440586384937,2,5,1,1,511
12559.0,310.99999999999994,2.0,60.71908041045054,5.739792912179234,0.6931471805599453,4.106257988217266,2,1,2,2,122
12560.0,4.999999999999999,2.0,294.4402980156718,1.6094379124341003,0.6931471805599453,5.685076259333967,1,5,2,4,524
12561.0,302.9999999999999,1.0,43.669933755815535,5.713732805509369,0.0,3.7766598505697226,2,1,1,2,112
12562.0,7.999999999999998,6.999999999999999,473.8211633104871,2.0794415416798357,1.9459101490553132,6.160829957908409,0,5,5,5,555
12564.0,261.00000000000006,1.0,60.73687924955381,5.564520407322694,0.0,4.106551079462529,2,1,1,2,112
12565.0,289.00000000000006,1.0,25.084422800952403,5.666426688112432,0.0,3.2222470479426626,2,1,1,1,111
12566.0,85.99999999999997,1.0,50.897804746701894,4.454347296253507,0.0,3.9298197938779165,2,2,1,2,212
12567.0,23.0,10.000000000000002,1275.608794138556,3.1354942159291497,2.302585092994046,7.15117882923142,0,4,5,5,455
12569.0,2.0,32.0,462.549137141134,0.6931471805599453,3.4657359027997265,6.136752793776465,0,5,5,5,555
12571.0,40.0,2.0,92.6659597497526,3.6888794541139363,0.6931471805599453,4.529001196393637,1,3,2,3,323
12572.0,9.000000000000002,2.0,154.7062718438478,2.1972245773362196,0.6931471805599453,5.041528298734255,1,5,2,4,524
12573.0,227.00000000000006,1.0,42.03813737279639,5.424950017481403,0.0,3.7385772389567125,2,1,1,2,112
12574.0,316.00000000000006,1.0,29.43675413189132,5.755742213586912,0.0,3.3822440341101228,2,1,1,1,111
12576.0,36.0,4.999999999999999,239.7851774387246,3.58351893845611,1.6094379124341003,5.4797434285008295,1,3,4,4,344
12577.0,34.99999999999999,3.0000000000000004,201.7448238380792,3.5553480614894135,1.0986122886681098,5.307003650504098,1,3,3,4,334
12578.0,21.0,2.0,338.32021440337394,3.044522437723423,0.6931471805599453,5.82399282689356,1,4,2,5,425
12579.0,78.0,1.0,74.3236559520792,4.356708826689592,0.0,4.308429285331206,2,2,1,2,212
12580.0,247.00000000000006,1.0,64.88586190353126,5.5093883366279774,0.0,4.172629755656971,2,1,1,2,112
12581.0,40.0,1.0,36.325529526865,3.6888794541139363,0.0,3.5925207868274533,2,3,1,1,311
12582.0,239.00000000000009,2.0,57.350247233889725,5.476463551931511,0.6931471805599453,4.049177154531907,2,1,2,2,122
12583.0,3.0000000000000004,15.0,733.2290679902588,1.0986122886681098,2.70805020110221,6.597458160556478,0,5,5,5,555
12584.0,4.0,9.000000000000002,293.07423430445266,1.3862943611198906,2.1972245773362196,5.680425936327857,0,5,5,4,554
12585.0,234.00000000000006,2.0,251.19215274145543,5.455321115357702,0.6931471805599453,5.52621819501953,1,1,2,4,124
12586.0,17.0,1.0,30.947714559901414,2.833213344056216,0.0,3.4322991534283567,2,4,1,1,411
12587.0,7.999999999999998,1.0,10.585618476345694,2.0794415416798357,0.0,2.359496332388223,2,5,1,1,511
12588.0,38.99999999999999,1.0,26.750782623496058,3.6635616461296463,0.0,3.286563729867163,2,3,1,1,311
12589.0,29.000000000000004,2.0,93.23010510207722,3.367295829986474,0.6931471805599453,4.53507068564978,1,4,2,3,423
12590.0,211.00000000000003,1.0,320.53868992759647,5.351858133476067,0.0,5.770002986477762,1,1,1,5,115
12591.0,316.9999999999999,1.0,67.88124006067684,5.75890177387728,0.0,4.217759708623981,2,1,1,2,112
12592.0,92.00000000000001,2.0,51.38502133820625,4.5217885770490405,0.6931471805599453,3.939346716338335,2,2,2,2,222
12593.0,108.99999999999997,3.0000000000000004,59.25082648905589,4.6913478822291435,1.0986122886681098,4.0817797291003295,1,2,3,2,232
12594.0,37.99999999999999,9.000000000000002,371.63023791876907,3.6375861597263857,2.1972245773362196,5.9178993758540335,0,3,5,5,355
12596.0,51.0,2.0,70.53784905361027,3.9318256327243257,0.6931471805599453,4.256149431765882,1,3,2,2,322
12597.0,18.999999999999996,4.0,556.2833951294715,2.9444389791664403,1.3862943611198906,6.321277867866164,0,4,4,5,445
12598.0,10.000000000000002,6.999999999999999,381.38806375421973,2.302585092994046,1.9459101490553132,5.94381739680407,0,5,5,5,555
12599.0,29.000000000000004,6.999999999999999,150.49182460339975,3.367295829986474,1.9459101490553132,5.013908761141366,1,4,5,4,454
12600.0,29.000000000000004,10.000000000000002,182.9510436571832,3.367295829986474,2.302585092994046,5.209218596052296,0,4,5,4,454
12601.0,190.0,4.999999999999999,68.03294238759435,5.247024072160486,1.6094379124341003,4.2199920347459905,1,1,4,2,142
12602.0,59.000000000000014,1.0,30.87299101040722,4.07753744390572,0.0,3.4298817243422604,2,3,1,1,311
12603.0,22.000000000000004,1.0,6.420320608006722,3.091042453358316,0.0,1.8594680553968193,2,4,1,1,411
12604.0,79.0,2.0,41.26360758878873,4.3694478524670215,0.6931471805599453,3.7199809393222685,2,2,2,2,222
12607.0,59.999999999999986,1.0,277.5794819123968,4.0943445622221,0.0,5.626107313481672,1,3,1,4,314
12609.0,78.0,3.0000000000000004,161.02300792716358,4.356708826689592,1.0986122886681098,5.081547261154217,1,2,3,4,234
12610.0,23.0,4.0,289.5241377232883,3.1354942159291497,1.3862943611198906,5.668238670819873,1,4,4,4,444
12611.0,52.00000000000001,1.0,184.18909091253857,3.9512437185814275,0.0,5.215962897922646,1,3,1,4,314
12612.0,74.00000000000003,1.0,63.575481240707276,4.30406509320417,0.0,4.152227880932814,2,2,1,2,212
12613.0,57.00000000000001,4.0,442.7399364426957,4.04305126783455,1.3862943611198906,6.092982546743854,1,3,4,5,345
12614.0,277.99999999999994,1.0,56.1338222307486,5.627621113690637,0.0,4.027738522676095,2,1,1,2,112
12615.0,2.0,4.0,293.4724409593982,0.6931471805599453,1.3862943611198906,5.681783736935779,0,5,4,4,544
12616.0,95.0,2.0,88.7897632630311,4.553876891600541,0.6931471805599453,4.48627136478357,1,2,2,3,223
12617.0,29.000000000000004,1.0,79.6031762926297,3.367295829986474,0.0,4.377053995227967,2,4,1,3,413
12618.0,22.000000000000004,1.0,26.686137913129276,3.091042453358316,0.0,3.284144251302426,2,4,1,1,411
12619.0,15.999999999999998,7.999999999999998,264.45790035651373,2.772588722239781,2.0794415416798357,5.577682071735872,0,4,5,4,454
12620.0,15.0,3.0000000000000004,239.06344192433798,2.70805020110221,1.0986122886681098,5.476728964088755,1,4,3,4,434
12621.0,2.0,19.999999999999996,1354.7433863279427,0.6931471805599453,2.995732273553991,7.211367332594811,0,5,5,5,555
12622.0,231.99999999999997,1.0,28.102320924445493,5.44673737166631,0.0,3.3358521681049025,2,1,1,1,111
12623.0,275.9999999999999,1.0,46.617869980476755,5.62040086571715,0.0,3.841983943599376,2,1,1,2,112
12624.0,105.99999999999997,2.0,99.0077951224754,4.663439094112067,0.6931471805599453,4.595198585645731,1,2,2,3,223
12625.0,211.99999999999997,2.0,255.54229703297688,5.356586274672012,0.6931471805599453,5.543387942059839,1,1,2,4,124
12626.0,23.0,9.000000000000002,828.7557215938602,3.1354942159291497,2.1972245773362196,6.719925445360235,0,4,5,5,455
12627.0,11.000000000000002,6.0,643.9352698960693,2.3978952727983707,1.791759469228055,6.467598208468882,0,5,5,5,555
12628.0,4.0,3.0000000000000004,111.67600392073406,1.3862943611198906,1.0986122886681098,4.715601856861837,1,5,3,3,533
12630.0,10.000000000000002,2.0,175.29243723998292,2.302585092994046,0.6931471805599453,5.166455649182423,1,5,2,4,524
12631.0,57.00000000000001,1.0,83.20044774472225,4.04305126783455,0.0,4.421252729359825,2,3,1,3,313
12633.0,59.000000000000014,4.0,274.8242045483658,4.07753744390572,1.3862943611198906,5.616131637067455,1,3,4,4,344
12635.0,90.0,2.0,268.23435891482853,4.499809670330265,0.6931471805599453,5.591861071944402,1,2,2,4,224
12637.0,66.99999999999997,7.999999999999998,947.1220437228098,4.204692619390966,2.0794415416798357,6.853427958929849,0,3,5,5,355
